ndexNr,pokemon,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
323,https://pokemonkg.org/instance/pokemon/camerupt,https://pokemonkg.org/instance/pokemon/numel,https://pokemonkg.org/instance/pokemon/magcargo,https://pokemonkg.org/instance/pokemon/sharpedo,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/crobat,https://pokemonkg.org/instance/pokemon/swampert,https://pokemonkg.org/instance/pokemon/walrein,https://pokemonkg.org/instance/pokemon/manectric,https://pokemonkg.org/instance/pokemon/medicham,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/exploud,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/mightyena,https://pokemonkg.org/instance/pokemon/magmar,https://pokemonkg.org/instance/pokemon/blaziken,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/ludicolo,https://pokemonkg.org/instance/pokemon/makuhita
324,https://pokemonkg.org/instance/pokemon/torkoal,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/goodra,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/ninetales,https://pokemonkg.org/instance/pokemon/ferrothorn,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/blaziken,https://pokemonkg.org/instance/pokemon/camerupt,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/numel,https://pokemonkg.org/instance/pokemon/corphish,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/talonflame,https://pokemonkg.org/instance/pokemon/lunatone,https://pokemonkg.org/instance/pokemon/entei,https://pokemonkg.org/instance/pokemon/heatmor,https://pokemonkg.org/instance/pokemon/pelipper
325,https://pokemonkg.org/instance/pokemon/spoink,https://pokemonkg.org/instance/pokemon/grumpig,https://pokemonkg.org/instance/pokemon/tepig,https://pokemonkg.org/instance/pokemon/gulpin,https://pokemonkg.org/instance/pokemon/numel,https://pokemonkg.org/instance/pokemon/clamperl,https://pokemonkg.org/instance/pokemon/wobbuffet,https://pokemonkg.org/instance/pokemon/zangoose,https://pokemonkg.org/instance/pokemon/mawile,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/miltank,https://pokemonkg.org/instance/pokemon/meditite,https://pokemonkg.org/instance/pokemon/lunatone,https://pokemonkg.org/instance/pokemon/banette,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/duskull,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/chimecho,https://pokemonkg.org/instance/pokemon/beldum,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/skitty
326,https://pokemonkg.org/instance/pokemon/grumpig,https://pokemonkg.org/instance/pokemon/spoink,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/lunatone,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/claydol,https://pokemonkg.org/instance/pokemon/bronzong,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/tepig,https://pokemonkg.org/instance/pokemon/sableye,https://pokemonkg.org/instance/pokemon/girafarig,https://pokemonkg.org/instance/pokemon/swalot,https://pokemonkg.org/instance/pokemon/zangoose,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/breloom,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/skuntank,https://pokemonkg.org/instance/pokemon/staryu
327,https://pokemonkg.org/instance/pokemon/spinda,https://pokemonkg.org/instance/pokemon/castform,https://pokemonkg.org/instance/pokemon/ralts,https://pokemonkg.org/instance/pokemon/spoink,https://pokemonkg.org/instance/pokemon/skitty,https://pokemonkg.org/instance/pokemon/zangoose,https://pokemonkg.org/instance/pokemon/sableye,https://pokemonkg.org/instance/pokemon/zigzagoon,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/makuhita,https://pokemonkg.org/instance/pokemon/whismur,https://pokemonkg.org/instance/pokemon/metagross,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/beldum,https://pokemonkg.org/instance/pokemon/bagon,https://pokemonkg.org/instance/pokemon/grumpig,https://pokemonkg.org/instance/pokemon/slaking,https://pokemonkg.org/instance/pokemon/torchic,https://pokemonkg.org/instance/pokemon/meditite,https://pokemonkg.org/instance/pokemon/medicham,https://pokemonkg.org/instance/pokemon/swablu
328,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/vibrava,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/swablu,https://pokemonkg.org/instance/pokemon/axew,https://pokemonkg.org/instance/pokemon/cacnea,https://pokemonkg.org/instance/pokemon/gible,https://pokemonkg.org/instance/pokemon/helioptile,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/bagon,https://pokemonkg.org/instance/pokemon/yamask,https://pokemonkg.org/instance/pokemon/krokorok,https://pokemonkg.org/instance/pokemon/aron,https://pokemonkg.org/instance/pokemon/lotad,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/hippopotas,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/ralts,https://pokemonkg.org/instance/pokemon/sandshrew,https://pokemonkg.org/instance/pokemon/goomy,https://pokemonkg.org/instance/pokemon/skorupi
329,https://pokemonkg.org/instance/pokemon/vibrava,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/shelgon,https://pokemonkg.org/instance/pokemon/kirlia,https://pokemonkg.org/instance/pokemon/axew,https://pokemonkg.org/instance/pokemon/gligar,https://pokemonkg.org/instance/pokemon/blaziken,https://pokemonkg.org/instance/pokemon/swablu,https://pokemonkg.org/instance/pokemon/fraxure,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/lairon,https://pokemonkg.org/instance/pokemon/gible,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/gabite,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/drifblim,https://pokemonkg.org/instance/pokemon/spheal,https://pokemonkg.org/instance/pokemon/metagross
330,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/vibrava,https://pokemonkg.org/instance/pokemon/goodra,https://pokemonkg.org/instance/pokemon/gigalith,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/claydol,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/haxorus,https://pokemonkg.org/instance/pokemon/gastrodon,https://pokemonkg.org/instance/pokemon/torkoal,https://pokemonkg.org/instance/pokemon/hippowdon,https://pokemonkg.org/instance/pokemon/togetic,https://pokemonkg.org/instance/pokemon/abomasnow,https://pokemonkg.org/instance/pokemon/kingdra,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/aggron,https://pokemonkg.org/instance/pokemon/noctowl,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/altaria
331,https://pokemonkg.org/instance/pokemon/cacnea,https://pokemonkg.org/instance/pokemon/cacturne,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/maractus,https://pokemonkg.org/instance/pokemon/spheal,https://pokemonkg.org/instance/pokemon/shieldon,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/victreebel,https://pokemonkg.org/instance/pokemon/chatot,https://pokemonkg.org/instance/pokemon/shroomish,https://pokemonkg.org/instance/pokemon/lotad,https://pokemonkg.org/instance/pokemon/hippopotas,https://pokemonkg.org/instance/pokemon/treecko,https://pokemonkg.org/instance/pokemon/roselia,https://pokemonkg.org/instance/pokemon/seedot,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/oddish,https://pokemonkg.org/instance/pokemon/lileep,https://pokemonkg.org/instance/pokemon/torchic,https://pokemonkg.org/instance/pokemon/breloom
332,https://pokemonkg.org/instance/pokemon/cacturne,https://pokemonkg.org/instance/pokemon/cacnea,https://pokemonkg.org/instance/pokemon/shiftry,https://pokemonkg.org/instance/pokemon/maractus,https://pokemonkg.org/instance/pokemon/zangoose,https://pokemonkg.org/instance/pokemon/krookodile,https://pokemonkg.org/instance/pokemon/dusclops,https://pokemonkg.org/instance/pokemon/sharpedo,https://pokemonkg.org/instance/pokemon/breloom,https://pokemonkg.org/instance/pokemon/seviper,https://pokemonkg.org/instance/pokemon/sableye,https://pokemonkg.org/instance/pokemon/sneasel,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/nosepass,https://pokemonkg.org/instance/pokemon/crawdaunt,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/nuzleaf,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/mightyena,https://pokemonkg.org/instance/pokemon/banette,https://pokemonkg.org/instance/pokemon/ludicolo
333,https://pokemonkg.org/instance/pokemon/swablu,https://pokemonkg.org/instance/pokemon/altaria,https://pokemonkg.org/instance/pokemon/gible,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/spheal,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/amaura,https://pokemonkg.org/instance/pokemon/wingull,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/aron,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/drifloon,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/beldum,https://pokemonkg.org/instance/pokemon/feebas,https://pokemonkg.org/instance/pokemon/zigzagoon,https://pokemonkg.org/instance/pokemon/lotad,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/noibat,https://pokemonkg.org/instance/pokemon/numel
334,https://pokemonkg.org/instance/pokemon/altaria,https://pokemonkg.org/instance/pokemon/swablu,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/azumarill,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/garchomp,https://pokemonkg.org/instance/pokemon/swampert,https://pokemonkg.org/instance/pokemon/milotic,https://pokemonkg.org/instance/pokemon/yveltal,https://pokemonkg.org/instance/pokemon/ampharos,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/deoxys,https://pokemonkg.org/instance/pokemon/abomasnow,https://pokemonkg.org/instance/pokemon/togekiss,https://pokemonkg.org/instance/pokemon/metagross,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/stunfisk,https://pokemonkg.org/instance/pokemon/venusaur
335,https://pokemonkg.org/instance/pokemon/zangoose,https://pokemonkg.org/instance/pokemon/cacturne,https://pokemonkg.org/instance/pokemon/scrafty,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/slaking,https://pokemonkg.org/instance/pokemon/zigzagoon,https://pokemonkg.org/instance/pokemon/lunatone,https://pokemonkg.org/instance/pokemon/vigoroth,https://pokemonkg.org/instance/pokemon/zebstrika,https://pokemonkg.org/instance/pokemon/lucario,https://pokemonkg.org/instance/pokemon/nidoking,https://pokemonkg.org/instance/pokemon/linoone,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/breloom,https://pokemonkg.org/instance/pokemon/swablu,https://pokemonkg.org/instance/pokemon/altaria,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/shiftry,https://pokemonkg.org/instance/pokemon/blaziken,https://pokemonkg.org/instance/pokemon/aggron
336,https://pokemonkg.org/instance/pokemon/seviper,https://pokemonkg.org/instance/pokemon/cacturne,https://pokemonkg.org/instance/pokemon/garbodor,https://pokemonkg.org/instance/pokemon/muk,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/zangoose,https://pokemonkg.org/instance/pokemon/anorith,https://pokemonkg.org/instance/pokemon/scrafty,https://pokemonkg.org/instance/pokemon/miltank,https://pokemonkg.org/instance/pokemon/arbok,https://pokemonkg.org/instance/pokemon/lunatone,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/crobat,https://pokemonkg.org/instance/pokemon/tropius,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/swalot,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/illumise,https://pokemonkg.org/instance/pokemon/milotic,https://pokemonkg.org/instance/pokemon/ekans
337,https://pokemonkg.org/instance/pokemon/lunatone,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/vullaby,https://pokemonkg.org/instance/pokemon/sableye,https://pokemonkg.org/instance/pokemon/claydol,https://pokemonkg.org/instance/pokemon/zangoose,https://pokemonkg.org/instance/pokemon/spheal,https://pokemonkg.org/instance/pokemon/castform,https://pokemonkg.org/instance/pokemon/grumpig,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/nosepass,https://pokemonkg.org/instance/pokemon/gigalith,https://pokemonkg.org/instance/pokemon/cresselia,https://pokemonkg.org/instance/pokemon/dusclops,https://pokemonkg.org/instance/pokemon/elgyem,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/ludicolo,https://pokemonkg.org/instance/pokemon/xatu,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/chimecho,https://pokemonkg.org/instance/pokemon/crustle
338,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/lunatone,https://pokemonkg.org/instance/pokemon/claydol,https://pokemonkg.org/instance/pokemon/zangoose,https://pokemonkg.org/instance/pokemon/arbok,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/sneasel,https://pokemonkg.org/instance/pokemon/spheal,https://pokemonkg.org/instance/pokemon/grumpig,https://pokemonkg.org/instance/pokemon/relicanth,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/crustle,https://pokemonkg.org/instance/pokemon/gardevoir,https://pokemonkg.org/instance/pokemon/sableye,https://pokemonkg.org/instance/pokemon/tentacool,https://pokemonkg.org/instance/pokemon/castform,https://pokemonkg.org/instance/pokemon/shiftry,https://pokemonkg.org/instance/pokemon/duskull,https://pokemonkg.org/instance/pokemon/aggron,https://pokemonkg.org/instance/pokemon/bronzong,https://pokemonkg.org/instance/pokemon/bronzor
339,https://pokemonkg.org/instance/pokemon/barboach,https://pokemonkg.org/instance/pokemon/whiscash,https://pokemonkg.org/instance/pokemon/shellos,https://pokemonkg.org/instance/pokemon/wooper,https://pokemonkg.org/instance/pokemon/chinchou,https://pokemonkg.org/instance/pokemon/corphish,https://pokemonkg.org/instance/pokemon/stunfisk,https://pokemonkg.org/instance/pokemon/feebas,https://pokemonkg.org/instance/pokemon/quagsire,https://pokemonkg.org/instance/pokemon/remoraid,https://pokemonkg.org/instance/pokemon/binacle,https://pokemonkg.org/instance/pokemon/milotic,https://pokemonkg.org/instance/pokemon/lotad,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/cottonee,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/wingull,https://pokemonkg.org/instance/pokemon/tympole,https://pokemonkg.org/instance/pokemon/gyarados
340,https://pokemonkg.org/instance/pokemon/whiscash,https://pokemonkg.org/instance/pokemon/barboach,https://pokemonkg.org/instance/pokemon/gliscor,https://pokemonkg.org/instance/pokemon/quagsire,https://pokemonkg.org/instance/pokemon/stunfisk,https://pokemonkg.org/instance/pokemon/gastrodon,https://pokemonkg.org/instance/pokemon/hippowdon,https://pokemonkg.org/instance/pokemon/ludicolo,https://pokemonkg.org/instance/pokemon/milotic,https://pokemonkg.org/instance/pokemon/drapion,https://pokemonkg.org/instance/pokemon/sudowoodo,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/swampert,https://pokemonkg.org/instance/pokemon/sealeo,https://pokemonkg.org/instance/pokemon/scizor,https://pokemonkg.org/instance/pokemon/lanturn,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/vespiquen,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/crawdaunt,https://pokemonkg.org/instance/pokemon/altaria
341,https://pokemonkg.org/instance/pokemon/corphish,https://pokemonkg.org/instance/pokemon/crawdaunt,https://pokemonkg.org/instance/pokemon/krabby,https://pokemonkg.org/instance/pokemon/kingler,https://pokemonkg.org/instance/pokemon/skorupi,https://pokemonkg.org/instance/pokemon/barboach,https://pokemonkg.org/instance/pokemon/feebas,https://pokemonkg.org/instance/pokemon/remoraid,https://pokemonkg.org/instance/pokemon/wingull,https://pokemonkg.org/instance/pokemon/carvanha,https://pokemonkg.org/instance/pokemon/sharpedo,https://pokemonkg.org/instance/pokemon/shellos,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/binacle,https://pokemonkg.org/instance/pokemon/clawitzer,https://pokemonkg.org/instance/pokemon/nincada,https://pokemonkg.org/instance/pokemon/clauncher,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/wooper,https://pokemonkg.org/instance/pokemon/vullaby,https://pokemonkg.org/instance/pokemon/breloom
342,https://pokemonkg.org/instance/pokemon/crawdaunt,https://pokemonkg.org/instance/pokemon/corphish,https://pokemonkg.org/instance/pokemon/sharpedo,https://pokemonkg.org/instance/pokemon/kingler,https://pokemonkg.org/instance/pokemon/shiftry,https://pokemonkg.org/instance/pokemon/whiscash,https://pokemonkg.org/instance/pokemon/cacturne,https://pokemonkg.org/instance/pokemon/roserade,https://pokemonkg.org/instance/pokemon/kingdra,https://pokemonkg.org/instance/pokemon/ludicolo,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/milotic,https://pokemonkg.org/instance/pokemon/armaldo,https://pokemonkg.org/instance/pokemon/azumarill,https://pokemonkg.org/instance/pokemon/dusclops,https://pokemonkg.org/instance/pokemon/lanturn,https://pokemonkg.org/instance/pokemon/swampert,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/seismitoad,https://pokemonkg.org/instance/pokemon/scizor
343,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/claydol,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/bronzor,https://pokemonkg.org/instance/pokemon/snorunt,https://pokemonkg.org/instance/pokemon/duskull,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/golett,https://pokemonkg.org/instance/pokemon/lileep,https://pokemonkg.org/instance/pokemon/nosepass,https://pokemonkg.org/instance/pokemon/anorith,https://pokemonkg.org/instance/pokemon/beldum,https://pokemonkg.org/instance/pokemon/aron,https://pokemonkg.org/instance/pokemon/xatu,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/piloswine,https://pokemonkg.org/instance/pokemon/bronzong,https://pokemonkg.org/instance/pokemon/glalie,https://pokemonkg.org/instance/pokemon/camerupt,https://pokemonkg.org/instance/pokemon/cacnea,https://pokemonkg.org/instance/pokemon/kabuto
344,https://pokemonkg.org/instance/pokemon/claydol,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/metagross,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/excadrill,https://pokemonkg.org/instance/pokemon/armaldo,https://pokemonkg.org/instance/pokemon/aggron,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/steelix,https://pokemonkg.org/instance/pokemon/solrock,https://pokemonkg.org/instance/pokemon/weavile,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/espurr,https://pokemonkg.org/instance/pokemon/noctowl,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/golurk,https://pokemonkg.org/instance/pokemon/quagsire,https://pokemonkg.org/instance/pokemon/bronzong,https://pokemonkg.org/instance/pokemon/carbink,https://pokemonkg.org/instance/pokemon/rhydon,https://pokemonkg.org/instance/pokemon/lunatone
345,https://pokemonkg.org/instance/pokemon/lileep,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/anorith,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/armaldo,https://pokemonkg.org/instance/pokemon/cranidos,https://pokemonkg.org/instance/pokemon/kabuto,https://pokemonkg.org/instance/pokemon/nosepass,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/shieldon,https://pokemonkg.org/instance/pokemon/amaura,https://pokemonkg.org/instance/pokemon/archen,https://pokemonkg.org/instance/pokemon/lotad,https://pokemonkg.org/instance/pokemon/lombre,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/cottonee,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/wooper
346,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/lileep,https://pokemonkg.org/instance/pokemon/armaldo,https://pokemonkg.org/instance/pokemon/claydol,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/aggron,https://pokemonkg.org/instance/pokemon/metagross,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/probopass,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/anorith,https://pokemonkg.org/instance/pokemon/gigalith,https://pokemonkg.org/instance/pokemon/gallade,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/ludicolo,https://pokemonkg.org/instance/pokemon/mamoswine,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/bastiodon,https://pokemonkg.org/instance/pokemon/forretress,https://pokemonkg.org/instance/pokemon/rampardos
347,https://pokemonkg.org/instance/pokemon/anorith,https://pokemonkg.org/instance/pokemon/armaldo,https://pokemonkg.org/instance/pokemon/lileep,https://pokemonkg.org/instance/pokemon/cranidos,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/shieldon,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/tirtouga,https://pokemonkg.org/instance/pokemon/kabuto,https://pokemonkg.org/instance/pokemon/archen,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/amaura,https://pokemonkg.org/instance/pokemon/tyrunt,https://pokemonkg.org/instance/pokemon/baltoy,https://pokemonkg.org/instance/pokemon/voltorb,https://pokemonkg.org/instance/pokemon/relicanth,https://pokemonkg.org/instance/pokemon/nosepass,https://pokemonkg.org/instance/pokemon/lunatone,https://pokemonkg.org/instance/pokemon/shuckle,https://pokemonkg.org/instance/pokemon/claydol
348,https://pokemonkg.org/instance/pokemon/armaldo,https://pokemonkg.org/instance/pokemon/anorith,https://pokemonkg.org/instance/pokemon/cradily,https://pokemonkg.org/instance/pokemon/metagross,https://pokemonkg.org/instance/pokemon/claydol,https://pokemonkg.org/instance/pokemon/aggron,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/probopass,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/salamence,https://pokemonkg.org/instance/pokemon/scizor,https://pokemonkg.org/instance/pokemon/rampardos,https://pokemonkg.org/instance/pokemon/lileep,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/forretress,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/weavile,https://pokemonkg.org/instance/pokemon/archeops,https://pokemonkg.org/instance/pokemon/tyrantrum,https://pokemonkg.org/instance/pokemon/milotic
349,https://pokemonkg.org/instance/pokemon/feebas,https://pokemonkg.org/instance/pokemon/milotic,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/basculin,https://pokemonkg.org/instance/pokemon/duskull,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/clamperl,https://pokemonkg.org/instance/pokemon/whismur,https://pokemonkg.org/instance/pokemon/gible,https://pokemonkg.org/instance/pokemon/flygon,https://pokemonkg.org/instance/pokemon/trapinch,https://pokemonkg.org/instance/pokemon/finneon,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/corphish,https://pokemonkg.org/instance/pokemon/ralts,https://pokemonkg.org/instance/pokemon/seaking,https://pokemonkg.org/instance/pokemon/barboach,https://pokemonkg.org/instance/pokemon/swablu,https://pokemonkg.org/instance/pokemon/dragonite
