ndexNr,pokemon,1,2,3,4,5,6,7,8,9
117,https://pokemonkg.org/instance/pokemon/seadra,https://pokemonkg.org/instance/pokemon/kingdra,https://pokemonkg.org/instance/pokemon/horsea,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/seaking,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/sneasel,https://pokemonkg.org/instance/pokemon/kingler,https://pokemonkg.org/instance/pokemon/starmie
118,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/seaking,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/staryu,https://pokemonkg.org/instance/pokemon/poliwag,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/golduck
119,https://pokemonkg.org/instance/pokemon/seaking,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/seadra,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/staryu,https://pokemonkg.org/instance/pokemon/starmie,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/kingler,https://pokemonkg.org/instance/pokemon/golduck
120,https://pokemonkg.org/instance/pokemon/staryu,https://pokemonkg.org/instance/pokemon/starmie,https://pokemonkg.org/instance/pokemon/tentacool,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/seaking,https://pokemonkg.org/instance/pokemon/goldeen,https://pokemonkg.org/instance/pokemon/slowpoke
121,https://pokemonkg.org/instance/pokemon/starmie,https://pokemonkg.org/instance/pokemon/staryu,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/ninetales,https://pokemonkg.org/instance/pokemon/golduck,https://pokemonkg.org/instance/pokemon/cloyster
122,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/espeon,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/kadabra,https://pokemonkg.org/instance/pokemon/tauros,https://pokemonkg.org/instance/pokemon/pikachu
123,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/scizor,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/cubone,https://pokemonkg.org/instance/pokemon/heracross,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/dratini,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/electabuzz,https://pokemonkg.org/instance/pokemon/eevee
124,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/smoochum,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/dewgong,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/exeggutor
125,https://pokemonkg.org/instance/pokemon/electabuzz,https://pokemonkg.org/instance/pokemon/elekid,https://pokemonkg.org/instance/pokemon/magmar,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/snorlax
126,https://pokemonkg.org/instance/pokemon/magmar,https://pokemonkg.org/instance/pokemon/magby,https://pokemonkg.org/instance/pokemon/electabuzz,https://pokemonkg.org/instance/pokemon/growlithe,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/magcargo,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/ponyta
127,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/heracross,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/scizor,https://pokemonkg.org/instance/pokemon/tauros,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/tyranitar
128,https://pokemonkg.org/instance/pokemon/tauros,https://pokemonkg.org/instance/pokemon/miltank,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/pinsir,https://pokemonkg.org/instance/pokemon/mr-mime,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/farfetchd,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/gyarados
129,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/psyduck,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/charmander
130,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/tyranitar
131,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/dragonite
132,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/grimer
133,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/espeon,https://pokemonkg.org/instance/pokemon/umbreon,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/jolteon,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/charizard
134,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/jolteon,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/tyranitar
135,https://pokemonkg.org/instance/pokemon/jolteon,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/marowak,https://pokemonkg.org/instance/pokemon/vileplume,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/espeon
136,https://pokemonkg.org/instance/pokemon/flareon,https://pokemonkg.org/instance/pokemon/vaporeon,https://pokemonkg.org/instance/pokemon/umbreon,https://pokemonkg.org/instance/pokemon/espeon,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/arcanine,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/rapidash,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/growlithe
137,https://pokemonkg.org/instance/pokemon/porygon,https://pokemonkg.org/instance/pokemon/porygon2,https://pokemonkg.org/instance/pokemon/magneton,https://pokemonkg.org/instance/pokemon/grimer,https://pokemonkg.org/instance/pokemon/koffing,https://pokemonkg.org/instance/pokemon/nidoqueen,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/quagsire,https://pokemonkg.org/instance/pokemon/chansey,https://pokemonkg.org/instance/pokemon/scyther
138,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/kabuto,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/squirtle
139,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/rhydon,https://pokemonkg.org/instance/pokemon/cloyster
140,https://pokemonkg.org/instance/pokemon/kabuto,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/voltorb,https://pokemonkg.org/instance/pokemon/magikarp,https://pokemonkg.org/instance/pokemon/dratini,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/squirtle
141,https://pokemonkg.org/instance/pokemon/kabutops,https://pokemonkg.org/instance/pokemon/kabuto,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/omanyte,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/scyther
142,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/slowking,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/omastar,https://pokemonkg.org/instance/pokemon/seadra,https://pokemonkg.org/instance/pokemon/snorlax
143,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/squirtle
144,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/moltres,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/jynx,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/cloyster,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/lugia
145,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/moltres,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/raikou,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/ho-oh,https://pokemonkg.org/instance/pokemon/suicune,https://pokemonkg.org/instance/pokemon/charizard
146,https://pokemonkg.org/instance/pokemon/moltres,https://pokemonkg.org/instance/pokemon/zapdos,https://pokemonkg.org/instance/pokemon/articuno,https://pokemonkg.org/instance/pokemon/ho-oh,https://pokemonkg.org/instance/pokemon/kangaskhan,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/entei,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/raikou,https://pokemonkg.org/instance/pokemon/charizard
147,https://pokemonkg.org/instance/pokemon/dratini,https://pokemonkg.org/instance/pokemon/dragonair,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/scyther,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/larvitar,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/magikarp
148,https://pokemonkg.org/instance/pokemon/dragonair,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/dratini,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/kingdra,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/alakazam,https://pokemonkg.org/instance/pokemon/hitmonchan
149,https://pokemonkg.org/instance/pokemon/dragonite,https://pokemonkg.org/instance/pokemon/dragonair,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/aerodactyl,https://pokemonkg.org/instance/pokemon/machamp,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/lapras,https://pokemonkg.org/instance/pokemon/venusaur
150,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/eevee
151,https://pokemonkg.org/instance/pokemon/mew,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/celebi,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/ditto,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/snorlax,https://pokemonkg.org/instance/pokemon/lugia,https://pokemonkg.org/instance/pokemon/charmander
152,https://pokemonkg.org/instance/pokemon/chikorita,https://pokemonkg.org/instance/pokemon/bayleef,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/chinchou,https://pokemonkg.org/instance/pokemon/togepi,https://pokemonkg.org/instance/pokemon/typhlosion
153,https://pokemonkg.org/instance/pokemon/bayleef,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/chikorita,https://pokemonkg.org/instance/pokemon/quilava,https://pokemonkg.org/instance/pokemon/croconaw,https://pokemonkg.org/instance/pokemon/totodile,https://pokemonkg.org/instance/pokemon/skiploom,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/cyndaquil,https://pokemonkg.org/instance/pokemon/bulbasaur
154,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/bayleef,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/cyndaquil,https://pokemonkg.org/instance/pokemon/feraligatr,https://pokemonkg.org/instance/pokemon/totodile,https://pokemonkg.org/instance/pokemon/chikorita,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/quilava
155,https://pokemonkg.org/instance/pokemon/cyndaquil,https://pokemonkg.org/instance/pokemon/totodile,https://pokemonkg.org/instance/pokemon/quilava,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/charizard
156,https://pokemonkg.org/instance/pokemon/quilava,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/cyndaquil,https://pokemonkg.org/instance/pokemon/bayleef,https://pokemonkg.org/instance/pokemon/totodile,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/croconaw,https://pokemonkg.org/instance/pokemon/slugma,https://pokemonkg.org/instance/pokemon/chikorita,https://pokemonkg.org/instance/pokemon/charizard
157,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/quilava,https://pokemonkg.org/instance/pokemon/cyndaquil,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/totodile,https://pokemonkg.org/instance/pokemon/feraligatr,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/croconaw,https://pokemonkg.org/instance/pokemon/ampharos
158,https://pokemonkg.org/instance/pokemon/totodile,https://pokemonkg.org/instance/pokemon/cyndaquil,https://pokemonkg.org/instance/pokemon/croconaw,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/squirtle,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/bulbasaur,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/quilava,https://pokemonkg.org/instance/pokemon/pikachu
159,https://pokemonkg.org/instance/pokemon/croconaw,https://pokemonkg.org/instance/pokemon/feraligatr,https://pokemonkg.org/instance/pokemon/totodile,https://pokemonkg.org/instance/pokemon/bayleef,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/cyndaquil,https://pokemonkg.org/instance/pokemon/quilava,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/chikorita,https://pokemonkg.org/instance/pokemon/ariados
160,https://pokemonkg.org/instance/pokemon/feraligatr,https://pokemonkg.org/instance/pokemon/croconaw,https://pokemonkg.org/instance/pokemon/typhlosion,https://pokemonkg.org/instance/pokemon/meganium,https://pokemonkg.org/instance/pokemon/blastoise,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/venusaur,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/cyndaquil
161,https://pokemonkg.org/instance/pokemon/sentret,https://pokemonkg.org/instance/pokemon/furret,https://pokemonkg.org/instance/pokemon/hoothoot,https://pokemonkg.org/instance/pokemon/pidgey,https://pokemonkg.org/instance/pokemon/rattata,https://pokemonkg.org/instance/pokemon/mareep,https://pokemonkg.org/instance/pokemon/ledyba,https://pokemonkg.org/instance/pokemon/cyndaquil,https://pokemonkg.org/instance/pokemon/wooper,https://pokemonkg.org/instance/pokemon/marill
162,https://pokemonkg.org/instance/pokemon/furret,https://pokemonkg.org/instance/pokemon/sentret,https://pokemonkg.org/instance/pokemon/quagsire,https://pokemonkg.org/instance/pokemon/ledian,https://pokemonkg.org/instance/pokemon/quilava,https://pokemonkg.org/instance/pokemon/feraligatr,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/wooper,https://pokemonkg.org/instance/pokemon/rattata,https://pokemonkg.org/instance/pokemon/charizard
163,https://pokemonkg.org/instance/pokemon/hoothoot,https://pokemonkg.org/instance/pokemon/noctowl,https://pokemonkg.org/instance/pokemon/spinarak,https://pokemonkg.org/instance/pokemon/hoppip,https://pokemonkg.org/instance/pokemon/sentret,https://pokemonkg.org/instance/pokemon/remoraid,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/rattata,https://pokemonkg.org/instance/pokemon/wooper,https://pokemonkg.org/instance/pokemon/mareep
164,https://pokemonkg.org/instance/pokemon/noctowl,https://pokemonkg.org/instance/pokemon/hoothoot,https://pokemonkg.org/instance/pokemon/rhydon,https://pokemonkg.org/instance/pokemon/sudowoodo,https://pokemonkg.org/instance/pokemon/xatu,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/pidgeot,https://pokemonkg.org/instance/pokemon/quagsire,https://pokemonkg.org/instance/pokemon/tyranitar,https://pokemonkg.org/instance/pokemon/crobat
165,https://pokemonkg.org/instance/pokemon/ledyba,https://pokemonkg.org/instance/pokemon/ledian,https://pokemonkg.org/instance/pokemon/spinarak,https://pokemonkg.org/instance/pokemon/sentret,https://pokemonkg.org/instance/pokemon/paras,https://pokemonkg.org/instance/pokemon/sunkern,https://pokemonkg.org/instance/pokemon/hoothoot,https://pokemonkg.org/instance/pokemon/yanma,https://pokemonkg.org/instance/pokemon/hoppip,https://pokemonkg.org/instance/pokemon/butterfree
166,https://pokemonkg.org/instance/pokemon/ledian,https://pokemonkg.org/instance/pokemon/ledyba,https://pokemonkg.org/instance/pokemon/ariados,https://pokemonkg.org/instance/pokemon/spinarak,https://pokemonkg.org/instance/pokemon/furret,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/noctowl,https://pokemonkg.org/instance/pokemon/butterfree,https://pokemonkg.org/instance/pokemon/heracross,https://pokemonkg.org/instance/pokemon/scizor
167,https://pokemonkg.org/instance/pokemon/spinarak,https://pokemonkg.org/instance/pokemon/ariados,https://pokemonkg.org/instance/pokemon/hoothoot,https://pokemonkg.org/instance/pokemon/remoraid,https://pokemonkg.org/instance/pokemon/hoppip,https://pokemonkg.org/instance/pokemon/ledyba,https://pokemonkg.org/instance/pokemon/ledian,https://pokemonkg.org/instance/pokemon/pineco,https://pokemonkg.org/instance/pokemon/weedle,https://pokemonkg.org/instance/pokemon/heracross
168,https://pokemonkg.org/instance/pokemon/ariados,https://pokemonkg.org/instance/pokemon/spinarak,https://pokemonkg.org/instance/pokemon/forretress,https://pokemonkg.org/instance/pokemon/ledian,https://pokemonkg.org/instance/pokemon/venomoth,https://pokemonkg.org/instance/pokemon/crobat,https://pokemonkg.org/instance/pokemon/nidoqueen,https://pokemonkg.org/instance/pokemon/slowbro,https://pokemonkg.org/instance/pokemon/scizor,https://pokemonkg.org/instance/pokemon/muk
169,https://pokemonkg.org/instance/pokemon/crobat,https://pokemonkg.org/instance/pokemon/golbat,https://pokemonkg.org/instance/pokemon/zubat,https://pokemonkg.org/instance/pokemon/venomoth,https://pokemonkg.org/instance/pokemon/venonat,https://pokemonkg.org/instance/pokemon/muk,https://pokemonkg.org/instance/pokemon/golduck,https://pokemonkg.org/instance/pokemon/scizor,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/skarmory
170,https://pokemonkg.org/instance/pokemon/chinchou,https://pokemonkg.org/instance/pokemon/lanturn,https://pokemonkg.org/instance/pokemon/wooper,https://pokemonkg.org/instance/pokemon/chikorita,https://pokemonkg.org/instance/pokemon/slowpoke,https://pokemonkg.org/instance/pokemon/vulpix,https://pokemonkg.org/instance/pokemon/tentacool,https://pokemonkg.org/instance/pokemon/marill,https://pokemonkg.org/instance/pokemon/shellder,https://pokemonkg.org/instance/pokemon/growlithe
171,https://pokemonkg.org/instance/pokemon/lanturn,https://pokemonkg.org/instance/pokemon/chinchou,https://pokemonkg.org/instance/pokemon/azumarill,https://pokemonkg.org/instance/pokemon/quagsire,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/tentacruel,https://pokemonkg.org/instance/pokemon/gyarados,https://pokemonkg.org/instance/pokemon/bellossom,https://pokemonkg.org/instance/pokemon/skarmory,https://pokemonkg.org/instance/pokemon/kingdra
172,https://pokemonkg.org/instance/pokemon/pichu,https://pokemonkg.org/instance/pokemon/pikachu,https://pokemonkg.org/instance/pokemon/raichu,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/togepi,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/charizard,https://pokemonkg.org/instance/pokemon/charmander,https://pokemonkg.org/instance/pokemon/mewtwo,https://pokemonkg.org/instance/pokemon/psyduck
173,https://pokemonkg.org/instance/pokemon/cleffa,https://pokemonkg.org/instance/pokemon/clefairy,https://pokemonkg.org/instance/pokemon/togepi,https://pokemonkg.org/instance/pokemon/pichu,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/chansey,https://pokemonkg.org/instance/pokemon/clefable,https://pokemonkg.org/instance/pokemon/elekid,https://pokemonkg.org/instance/pokemon/igglybuff,https://pokemonkg.org/instance/pokemon/eevee
174,https://pokemonkg.org/instance/pokemon/igglybuff,https://pokemonkg.org/instance/pokemon/jigglypuff,https://pokemonkg.org/instance/pokemon/wigglytuff,https://pokemonkg.org/instance/pokemon/cleffa,https://pokemonkg.org/instance/pokemon/togepi,https://pokemonkg.org/instance/pokemon/pichu,https://pokemonkg.org/instance/pokemon/clefairy,https://pokemonkg.org/instance/pokemon/marill,https://pokemonkg.org/instance/pokemon/eevee,https://pokemonkg.org/instance/pokemon/azumarill
